Conference,Division,Team,Game Type,Week,Venue,Venue Capacity,Venue Surface,Venue Type,Temperature,Weather Condition,Humidity,Wind Speed,Wind Direction,Total First Downs,Passing First Downs,Rushing First Downs,Penalty First Downs,Third Down Attempts,Third Down Conversions,Third Down Conversion %,Third Down Passing Conversions,Third Down Rushing Conversions,Third Down Penalty Conversions,Fourth Down Attempts,Fourth Down Conversions,Fourth Down Conversion %,Fourth Down Passing Conversions,Fourth Down Rushing Conversions,Fourth Down Penalty Conversions,Total Plays,Total Yards,Yards per Play,Rushing Plays,Rushing Yards,Rushing Yards per Play,Passing Plays,Passing Completions,Passing Yards per Play,Interceptions,Sacks,Net Passing Yards,Gross Passing Yards,Sack Yards,Total Return Yards,Punt Returns,Punt Return Yards,Kick-off Returns,Kick-off Return Yards,Interception Returns,Interception Return Yards,Kick-offs,Kick-offs in Endzone,Touchbacks,Punts,Average Punt Yards,Punts Blocked,Average Net Punt Yards,Penalties,Penalty Yards,Fumbles,Fumbles Lost,Total TD,Passing TD,Rushing TD,Interception TD,Fumble TD,Punt Return TD,Kick-off Return TD,Field Goal Return TD,Extra Point Attempts,Extra Points Made,Extra Points Blocked,Two-Point Conversion Attempts,Two-Point Conversions Made,Field Goal Attempts,Field Goals Made,Field Goals Blocked,Redzone Visits,Redzone TD,Redzone Efficiency,Goal-to-go Attempts,Goal-to-go TD,Goal-to-go Efficiency,Safeties,Turnovers,Points Scored,Time of Possesion,Win / Loss
NFC,NFC North,GB,REG,14,Lambeau Field,80750,turf,outdoor,,,,,,28,17,10,1,12,7,58.333,5,2,0,1,0,0,0,0,0,67,502,7.493,30,179,5.967,36,24,8.73,0,1,323,327,4,52,2,20,6,88,1,32,9,6,1,1,31,0,31,5,40,1,0,5,3,2,0,0,0,0,0,5,4,1,0,0,3,3,0,6,4,66.667,5,4,80,0,0,43,33:01,W
NFC,NFC South,ATL,REG,14,Lambeau Field,80750,turf,outdoor,,,,,,26,17,8,1,11,5,45.455,4,1,0,3,3,100,3,0,0,64,465,7.266,24,91,3.792,39,24,9.35,1,1,374,375,1,0,0,0,8,192,0,0,7,3,1,2,48.5,0,38.5,3,11,0,0,5,4,1,0,0,0,0,0,4,4,0,1,0,2,1,1,5,5,100,4,4,100,0,1,37,26:59,L
NFC,NFC West,STL,REG,15,Edward Jones Dome,66000,artificial,dome,,,,,,13,11,2,0,15,4,26.667,4,0,0,1,0,0,0,0,0,61,280,4.59,20,69,3.45,39,20,5.146,1,2,211,229,18,-2,2,-2,4,116,0,0,3,3,2,8,50.5,0,43.75,6,69,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,0,0,1,0,0,0,2,6,25:36,W
NFC,NFC West,ARI,REG,15,Edward Jones Dome,66000,artificial,dome,,,,,,13,4,8,1,17,5,29.412,3,2,0,0,0,0,0,0,0,64,274,4.281,33,143,4.333,30,16,4.226,0,1,131,139,8,54,4,54,1,18,1,0,5,5,1,8,38.375,0,38.625,8,59,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,1,0,0,1,0,0,0,0,12,34:24,L
NFC,NFC North,DET,REG,15,Ford Field,65000,artificial,dome,,,,,,11,8,3,0,11,2,18.182,2,0,0,0,0,0,0,0,0,50,233,4.66,22,80,3.636,28,17,5.464,0,0,153,153,0,72,2,14,0,0,2,58,4,4,2,6,44.333,0,38.167,5,35,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,3,3,0,4,1,25,0,0,0,0,0,16,25:17,W
NFC,NFC North,MIN,REG,15,Ford Field,65000,artificial,dome,,,,,,21,14,7,0,11,4,36.364,1,3,0,2,1,50,1,0,0,66,360,5.455,21,76,3.619,41,31,6.311,2,4,284,315,31,37,2,37,2,74,0,0,3,3,3,2,50.5,0,43.5,3,25,1,0,2,1,1,0,0,0,0,0,2,2,0,0,0,3,0,1,3,2,66.667,3,2,66.667,0,2,14,34:43,L
AFC,AFC South,IND,REG,15,Lucas Oil Stadium,67000,artificial,retractable_dome,,,,,,20,12,5,3,12,2,16.667,2,0,0,0,0,0,0,0,0,64,278,4.344,28,110,3.929,34,18,4.667,1,2,168,187,19,21,4,13,2,60,1,8,4,4,3,7,46.429,0,45.571,7,45,1,1,2,2,0,0,0,0,0,0,2,2,0,0,0,1,1,0,2,1,50,1,1,100,0,2,17,28:55,W
AFC,AFC South,HOU,REG,15,Lucas Oil Stadium,67000,artificial,retractable_dome,,,,,,14,7,5,2,16,5,31.25,4,1,0,3,0,0,0,0,0,67,289,4.313,41,137,3.341,25,13,5.846,1,1,152,157,5,33,3,6,1,28,1,27,3,3,1,7,42.714,0,40.857,8,66,2,1,1,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,2,10,31:05,L
AFC,AFC West,KC,REG,15,Arrowhead Stadium,79451,turf,outdoor,,,,,,16,10,3,3,13,3,23.077,3,0,0,0,0,0,0,0,0,59,388,6.576,27,93,3.444,31,18,9.219,0,1,295,297,2,156,8,156,2,66,0,0,6,5,3,7,39.857,0,36.857,11,84,1,1,4,2,1,0,0,1,0,0,4,4,0,0,0,3,1,0,1,1,100,1,1,100,0,1,31,30:00,W
AFC,AFC West,OAK,REG,15,Arrowhead Stadium,79451,turf,outdoor,,,,,,17,10,4,3,18,5,27.778,3,2,0,1,0,0,0,0,0,77,280,3.636,17,78,4.588,56,27,3.367,0,4,202,222,20,1,2,1,3,73,0,0,3,2,0,11,43.364,0,29.182,10,75,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,2,2,0,2,1,50,1,1,100,0,1,13,30:00,L
NFC,NFC South,ATL,REG,15,Georgia Dome,74228,artificial,dome,,,,,,20,15,4,1,11,6,54.545,5,1,0,0,0,0,0,0,0,57,407,7.14,20,97,4.85,37,26,8.378,1,0,310,310,0,7,1,7,4,83,0,0,5,5,3,3,48,0,33.667,3,25,1,0,2,2,0,0,0,0,0,0,2,2,0,0,0,2,2,0,4,2,50,0,0,0,0,1,20,29:17,L
AFC,AFC North,PIT,REG,15,Georgia Dome,74228,artificial,dome,,,,,,22,15,6,1,11,6,54.545,4,2,0,0,0,0,0,0,0,58,398,6.862,22,45,2.045,35,27,9.806,0,1,353,360,7,95,2,43,2,50,1,52,6,4,2,3,43,0,40.667,3,34,0,0,3,0,2,1,0,0,0,0,3,3,0,0,0,2,2,0,3,2,66.667,1,1,100,0,0,27,30:43,W
AFC,AFC East,NE,REG,15,Gillette Stadium,68756,artificial,outdoor,,,,,,23,12,10,1,13,8,61.538,3,5,0,0,0,0,0,0,0,64,395,6.172,29,108,3.724,35,21,8.2,1,0,287,287,0,100,3,30,3,43,2,70,8,6,6,3,47.333,0,36.667,5,51,1,0,5,2,2,0,0,0,0,0,5,5,0,0,0,2,2,0,5,3,60,3,3,100,0,1,41,26:14,W
AFC,AFC East,MIA,REG,15,Gillette Stadium,68756,artificial,outdoor,,,,,,23,16,4,3,16,3,18.75,3,0,0,5,3,60,3,0,0,74,384,5.189,23,76,3.304,47,29,6.039,2,4,308,346,38,32,1,32,1,26,1,0,4,2,1,4,39.75,0,32.25,5,35,3,0,1,1,0,0,0,0,0,0,1,1,0,0,0,3,2,1,3,0,0,2,0,0,0,2,13,33:46,L
NFC,NFC East,NYG,REG,15,MetLife Stadium,82500,artificial,outdoor,,,,,,19,11,2,6,13,4,30.769,4,0,0,2,1,50,0,1,0,57,287,5.035,22,49,2.227,34,23,6.8,0,1,238,250,12,19,4,19,3,90,0,0,5,3,2,6,43.5,0,43.333,9,60,1,1,3,3,0,0,0,0,0,0,3,3,0,0,0,1,1,0,3,2,66.667,1,1,100,0,1,24,27:29,W
NFC,NFC East,WAS,REG,15,MetLife Stadium,82500,artificial,outdoor,,,,,,21,10,8,3,14,4,28.571,3,1,0,1,0,0,0,0,0,68,372,5.471,27,144,5.333,34,22,5.561,0,7,228,275,47,1,1,1,1,33,0,0,4,4,1,6,45.167,0,42,10,135,4,1,1,1,0,0,0,0,0,0,1,1,0,0,0,2,2,0,4,1,25,2,0,0,0,1,13,32:31,L
AFC,AFC North,CLE,REG,15,FirstEnergy Stadium,71516,turf,outdoor,,,,,,5,2,1,2,10,1,10,1,0,0,1,1,100,0,1,0,38,107,2.816,17,53,3.118,18,10,2.571,2,3,54,80,26,0,0,0,5,101,1,0,1,1,0,7,47.857,0,40.857,9,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,21:08,L
AFC,AFC North,CIN,REG,15,FirstEnergy Stadium,71516,turf,outdoor,,,,,,24,6,16,2,14,7,50,3,4,0,2,2,100,1,1,0,71,347,4.887,45,244,5.422,24,14,3.962,1,2,103,117,14,51,5,49,1,24,2,2,7,6,2,2,38.5,0,38.5,5,41,3,0,3,0,3,0,0,0,0,0,3,3,0,0,0,3,3,0,5,3,60,1,1,100,0,1,30,38:52,W
AFC,AFC East,BUF,REG,15,Ralph Wilson Stadium,73079,artificial,outdoor,,,,,,13,6,7,0,16,4,25,2,2,0,0,0,0,0,0,0,63,253,4.016,33,113,3.424,27,14,4.667,1,3,140,158,18,122,2,75,2,27,2,47,6,4,4,6,40.333,0,39.5,10,75,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,4,4,0,2,0,0,1,0,0,0,1,21,32:58,W
NFC,NFC North,GB,REG,15,Ralph Wilson Stadium,73079,artificial,outdoor,,,,,,23,12,8,3,14,4,28.571,2,2,0,0,0,0,0,0,0,67,333,4.97,24,158,6.583,42,17,4.07,2,1,175,185,10,5,2,5,1,8,1,0,5,2,2,6,42.833,0,30.333,9,70,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,3,2,1,2,1,50,1,1,100,1,2,13,27:02,L
AFC,AFC North,BAL,REG,15,M&T Bank Stadium,71008,artificial,outdoor,,,,,,17,11,3,3,12,4,33.333,3,1,0,0,0,0,0,0,0,56,314,5.607,26,93,3.577,30,20,7.367,0,0,221,221,0,55,3,49,1,16,1,6,5,4,2,4,50.75,0,47.25,9,70,1,1,2,1,0,0,0,0,0,0,2,2,0,0,0,4,2,0,3,1,33.333,2,1,50,0,1,20,28:18,W
AFC,AFC South,JAC,REG,15,M&T Bank Stadium,71008,artificial,outdoor,,,,,,13,9,4,0,18,5,27.778,5,0,0,3,1,33.333,1,0,0,69,248,3.594,23,82,3.565,38,22,3.609,1,8,166,229,63,14,2,14,3,50,0,0,5,4,3,5,44.5,1,33,5,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,1,0,0,1,0,0,0,1,12,31:42,L
NFC,NFC South,CAR,REG,15,Bank of America Stadium,73778,turf,outdoor,,,,,,28,18,9,1,13,5,38.462,4,1,0,0,0,0,0,0,0,75,392,5.227,32,123,3.844,40,25,6.256,0,3,269,277,8,18,2,18,4,61,1,0,6,6,5,3,33,0,33,4,25,4,1,1,1,0,0,0,0,0,0,1,1,0,0,0,5,4,0,3,1,33.333,2,1,50,0,1,19,37:23,W
NFC,NFC South,TB,REG,15,Bank of America Stadium,73778,turf,outdoor,,,,,,15,9,6,0,12,5,41.667,3,2,0,0,0,0,0,0,0,54,287,5.315,23,151,6.565,28,13,4.387,1,3,136,154,18,0,0,0,1,25,0,0,4,2,0,5,38.8,0,35.2,4,29,4,2,2,1,1,0,0,0,0,0,2,2,0,0,0,1,1,0,2,2,100,0,0,0,0,3,17,22:37,L
AFC,AFC West,SD,REG,15,Qualcomm Stadium,70561,turf,outdoor,,,,,,20,13,3,4,13,6,46.154,5,1,0,0,0,0,0,0,0,61,288,4.721,20,56,2.8,41,24,5.659,2,0,232,232,0,61,2,61,2,47,0,0,3,0,0,4,49.75,0,43,8,65,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,3,1,1,5,1,20,2,1,50,0,2,10,27:16,L
AFC,AFC West,DEN,REG,15,Qualcomm Stadium,70561,turf,outdoor,,,,,,18,10,4,4,12,3,25,3,0,0,0,0,0,0,0,0,61,337,5.525,38,111,2.921,22,14,9.826,0,1,226,233,7,50,3,27,3,65,2,23,7,7,5,3,40.333,0,20,7,71,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,5,5,0,3,0,0,2,0,0,0,0,22,32:44,W
AFC,AFC South,TEN,REG,15,LP Field,69143,turf,outdoor,,,,,,17,11,4,2,16,6,37.5,4,2,0,1,0,0,0,0,0,64,342,5.344,28,89,3.179,35,16,7.028,0,1,253,260,7,26,4,26,5,116,0,0,4,4,1,6,49.167,0,45.333,9,76,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,2,0,0,1,0,0,0,1,11,29:57,L
AFC,AFC East,NYJ,REG,15,LP Field,69143,turf,outdoor,,,,,,17,8,6,3,13,2,15.385,1,1,0,1,1,100,1,0,0,60,277,4.617,29,114,3.931,28,16,5.258,0,3,163,179,16,23,3,23,3,77,0,0,5,3,0,7,50.286,0,40.857,7,46,0,0,2,1,1,0,0,0,0,0,1,1,0,1,0,2,1,0,2,2,100,1,1,100,1,0,16,30:03,W
NFC,NFC West,SEA,REG,15,CenturyLink Field,67000,artificial,outdoor,,,,,,18,5,10,3,14,8,57.143,2,6,0,0,0,0,0,0,0,61,290,4.754,32,152,4.75,24,12,4.759,1,5,138,168,30,19,3,19,1,12,0,0,4,4,0,4,48,0,45,7,50,0,0,2,1,1,0,0,0,0,0,2,2,0,0,0,1,1,0,3,2,66.667,1,1,100,0,1,17,28:58,L
NFC,NFC West,SF,REG,15,CenturyLink Field,67000,artificial,outdoor,,,,,,14,7,7,0,15,6,40,5,1,0,4,2,50,0,2,0,57,245,4.298,32,140,4.375,19,11,4.2,0,6,105,141,36,85,2,12,4,90,1,73,2,2,1,5,43.4,0,39.6,8,78,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,100,0,0,0,0,0,7,31:02,W
NFC,NFC East,PHI,REG,15,Lincoln Financial Field,68532,turf,outdoor,,,,,,19,11,5,3,11,5,45.455,5,0,0,0,0,0,0,0,0,53,294,5.547,21,75,3.571,28,17,6.844,2,4,219,252,33,1,1,1,4,75,0,0,6,4,1,3,52,0,52.333,8,95,2,1,3,0,3,0,0,0,0,0,3,3,0,0,0,2,2,0,3,3,100,3,3,100,0,3,27,18:05,L
NFC,NFC East,DAL,REG,15,Lincoln Financial Field,68532,turf,outdoor,,,,,,26,17,6,3,13,5,38.462,5,0,0,0,0,0,0,0,0,76,364,4.789,42,115,2.738,31,22,7.324,0,3,249,265,16,7,1,-1,5,94,2,8,7,4,2,5,41,0,40.8,11,79,1,1,5,3,2,0,0,0,0,0,5,5,0,0,0,1,1,0,3,3,100,3,3,100,0,1,38,41:55,W
NFC,NFC North,CHI,REG,15,Soldier Field,61500,turf,outdoor,,,,,,16,8,8,0,12,2,16.667,0,2,0,2,0,0,0,0,0,58,278,4.793,20,125,6.25,31,17,4.026,3,7,153,194,41,0,1,0,6,162,0,0,3,2,2,6,49.833,0,46.333,9,74,1,0,2,2,0,0,0,0,0,0,1,1,0,1,1,0,0,0,2,2,100,2,2,100,0,3,15,26:29,L
NFC,NFC South,NO,REG,15,Soldier Field,61500,turf,outdoor,,,,,,25,19,3,3,11,4,36.364,3,1,0,0,0,0,0,0,0,64,443,6.922,26,83,3.192,36,29,9.474,0,2,360,375,15,76,3,21,0,0,3,55,6,3,0,5,43.4,0,35.4,3,25,2,1,4,3,1,0,0,0,0,0,4,4,0,0,0,2,1,0,6,4,66.667,3,2,66.667,0,1,31,33:31,W
AFC,AFC South,JAC,REG,16,EverBank Field,67246,turf,outdoor,,,,,,17,7,7,3,13,5,38.462,3,2,0,0,0,0,0,0,0,56,288,5.143,25,177,7.08,27,14,3.581,0,4,111,124,13,11,2,11,1,29,0,0,4,3,3,7,45.857,0,39.143,3,25,1,0,3,1,2,0,0,0,0,0,3,3,0,0,0,0,0,0,2,2,100,1,1,100,0,0,21,25:08,W
AFC,AFC South,TEN,REG,16,EverBank Field,67246,turf,outdoor,,,,,,19,13,6,0,15,7,46.667,6,1,0,1,0,0,0,0,0,67,357,5.328,28,95,3.393,35,24,6.718,0,4,262,287,25,27,4,27,1,12,0,0,4,4,3,5,40.6,0,34.4,7,47,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,2,2,0,2,1,50,2,1,50,0,0,13,34:52,L
NFC,NFC East,WAS,REG,16,FedEx Field,83000,turf,outdoor,,,,,,21,9,6,6,9,2,22.222,2,0,0,0,0,0,0,0,0,54,305,5.648,29,100,3.448,23,16,8.2,1,2,205,220,15,0,0,0,4,95,1,0,6,2,2,3,44.333,0,41,3,15,2,1,3,0,3,0,0,0,0,0,3,3,0,0,0,2,2,0,4,2,50,4,2,50,0,2,27,27:56,W
NFC,NFC East,PHI,REG,16,FedEx Field,83000,turf,outdoor,,,,,,30,22,7,1,16,9,56.25,8,1,0,0,0,0,0,0,0,84,495,5.893,31,134,4.323,50,37,6.811,1,3,361,374,13,11,2,10,3,65,1,1,5,4,1,2,36,0,36,13,102,1,1,3,2,1,0,0,0,0,0,3,3,0,0,0,3,1,0,5,3,60,2,1,50,0,2,24,32:04,L
NFC,NFC West,SF,REG,16,Levi's Stadium,68500,turf,outdoor,,,,,,21,6,12,3,11,5,45.455,2,3,0,1,0,0,0,0,0,66,447,6.773,40,355,8.875,24,15,3.538,0,2,92,114,22,107,3,34,7,163,3,73,6,4,2,4,38,0,33,9,92,3,3,5,1,3,1,0,0,0,0,5,5,0,0,0,1,0,0,3,2,66.667,3,2,66.667,0,3,35,30:35,L
AFC,AFC West,SD,REG,16,Levi's Stadium,68500,turf,outdoor,,,,,,28,19,6,3,16,8,50,5,3,0,3,3,100,3,0,0,80,446,5.575,24,98,4.083,54,33,6.214,3,2,348,356,8,0,0,0,4,106,0,0,7,1,0,4,50.25,0,36.75,8,38,1,0,5,4,0,0,1,0,0,0,5,5,0,0,0,1,1,0,3,3,100,2,2,100,0,3,38,34:19,W
AFC,AFC East,NYJ,REG,16,MetLife Stadium,82500,artificial,outdoor,,,,,,16,10,5,1,13,5,38.462,3,2,0,0,0,0,0,0,0,61,307,5.033,32,116,3.625,27,17,6.586,1,2,191,210,19,36,3,35,3,45,1,1,5,4,0,4,47.25,0,31.5,2,14,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,4,3,1,3,0,0,0,0,0,0,1,16,32:21,L
AFC,AFC East,NE,REG,16,MetLife Stadium,82500,artificial,outdoor,,,,,,19,13,5,1,13,6,46.154,4,2,0,0,0,0,0,0,0,63,231,3.667,24,85,3.542,35,23,3.744,1,4,146,182,36,65,3,63,5,91,1,2,4,2,1,5,52.6,0,45.6,5,38,0,0,2,1,1,0,0,0,0,0,2,2,0,0,0,1,1,0,4,2,50,3,2,66.667,0,1,17,27:39,W
AFC,AFC East,MIA,REG,16,Sun Life Stadium,76100,turf,outdoor,,,,,,36,23,7,6,13,9,69.231,7,2,0,0,0,0,0,0,0,77,493,6.403,29,110,3.793,47,35,7.979,1,1,383,396,13,2,2,0,3,45,1,2,6,4,2,2,38.5,0,28.5,7,54,2,1,5,4,1,0,0,0,0,0,5,5,0,0,0,1,0,0,5,5,100,3,3,100,0,2,37,33:06,W
NFC,NFC North,MIN,REG,16,Sun Life Stadium,76100,turf,outdoor,,,,,,20,11,8,1,12,7,58.333,4,3,0,0,0,0,0,0,0,58,357,6.155,28,119,4.25,26,19,7.933,1,4,238,259,21,11,0,0,4,73,1,11,8,6,4,3,37.75,1,37.75,8,74,0,0,4,2,2,0,0,0,0,0,3,3,0,1,1,2,2,0,5,3,60,4,3,75,1,1,35,26:54,L
AFC,AFC North,PIT,REG,16,Heinz Field,65050,turf,outdoor,,,,,,19,11,6,2,10,5,50,4,1,0,0,0,0,0,0,0,52,282,5.423,26,68,2.615,25,18,8.231,0,1,214,220,6,0,0,0,3,70,0,0,5,3,0,2,45,0,40.5,4,40,0,0,2,1,1,0,0,0,0,0,2,2,0,0,0,2,2,0,4,2,50,2,2,100,0,0,20,28:53,W
AFC,AFC West,KC,REG,16,Heinz Field,65050,turf,outdoor,,,,,,22,17,3,2,14,6,42.857,6,0,0,2,1,50,1,0,0,66,327,4.955,14,39,2.786,46,32,5.538,0,6,288,317,29,9,2,9,5,104,0,0,5,4,1,1,48,0,48,4,39,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,4,0,0,2,0,0,0,1,12,31:07,L
AFC,AFC South,HOU,REG,16,NRG Stadium,71054,turf,retractable_dome,,,,,,18,9,8,1,21,7,33.333,3,4,0,0,0,0,0,0,0,81,313,3.864,38,123,3.237,43,21,4.419,1,0,190,190,0,58,4,24,0,0,3,34,8,8,4,8,45.125,0,34.5,7,69,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,6,6,0,7,1,14.286,3,1,33.333,0,1,25,34:58,W
AFC,AFC North,BAL,REG,16,NRG Stadium,71054,turf,retractable_dome,,,,,,15,11,1,3,15,4,26.667,4,0,0,2,0,0,0,0,0,68,211,3.103,16,33,2.063,50,21,3.423,3,2,178,195,17,45,1,45,4,122,1,0,3,2,2,8,50.375,0,44.875,7,56,1,0,2,2,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,1,100,1,1,100,0,3,13,25:02,L
NFC,NFC South,CAR,REG,16,Bank of America Stadium,73778,turf,outdoor,,,,,,27,12,12,3,16,9,56.25,4,5,0,0,0,0,0,0,0,77,404,5.247,45,209,4.644,31,18,6.094,1,1,195,201,6,50,2,17,3,65,1,33,4,4,3,4,49.75,0,43.75,5,49,2,1,2,1,1,0,0,0,0,0,2,2,0,0,0,2,1,0,4,2,50,4,2,50,0,2,17,38:03,W
AFC,AFC North,CLE,REG,16,Bank of America Stadium,73778,turf,outdoor,,,,,,8,4,3,1,12,3,25,2,1,0,0,0,0,0,0,0,46,228,4.957,22,84,3.818,21,10,6,1,3,144,166,22,24,2,24,1,39,1,0,4,2,1,6,46.5,0,37,6,49,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,2,2,0,1,0,0,0,0,0,0,1,13,21:57,L
NFC,NFC North,CHI,REG,16,Soldier Field,61500,turf,outdoor,,,,,,17,12,2,3,15,5,33.333,4,1,0,3,1,33.333,1,0,0,63,234,3.714,22,64,2.909,39,23,4.146,1,2,170,181,11,1,0,0,3,74,2,1,3,1,1,6,40.333,0,36.667,5,86,0,0,2,2,0,0,0,0,0,0,2,2,0,0,0,0,0,0,2,1,50,1,0,0,0,1,14,28:04,L
NFC,NFC North,DET,REG,16,Soldier Field,61500,turf,outdoor,,,,,,23,14,6,3,13,5,38.462,4,1,0,2,2,100,2,0,0,69,367,5.319,26,138,5.308,39,22,5.326,2,4,229,243,14,22,3,22,2,28,1,0,5,4,2,1,35,0,35,7,60,2,1,2,0,2,0,0,0,0,0,2,2,0,0,0,3,2,1,6,2,33.333,0,0,0,0,3,20,31:56,W
NFC,NFC South,NO,REG,16,Mercedes-Benz Superdome,76468,artificial,dome,,,,,,22,20,2,0,14,7,50,6,1,0,2,1,50,1,0,0,70,325,4.643,18,57,3.167,47,30,5.154,2,5,268,313,45,0,1,0,3,120,0,0,3,3,1,4,50,0,49.5,3,25,3,2,2,1,1,0,0,0,0,0,2,2,0,0,0,0,0,0,4,2,50,2,2,100,0,4,14,27:51,L
NFC,NFC South,ATL,REG,16,Mercedes-Benz Superdome,76468,artificial,dome,,,,,,18,15,3,0,15,7,46.667,6,1,0,0,0,0,0,0,0,62,403,6.5,22,81,3.682,40,30,8.05,0,0,322,322,0,7,2,2,2,49,2,5,6,4,3,5,44.2,0,44.2,6,64,1,0,3,1,1,0,1,0,0,0,3,3,0,0,0,3,3,0,2,1,50,1,1,100,0,0,30,32:09,W
NFC,NFC South,TB,REG,16,Raymond James Stadium,65890,turf,outdoor,,,,,,6,5,1,0,14,4,28.571,4,0,0,1,1,100,0,1,0,47,109,2.319,14,16,1.143,26,12,2.818,1,7,93,147,54,0,1,0,1,29,0,0,1,1,1,8,42,0,41.5,3,30,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,3,21:22,W
NFC,NFC North,GB,REG,16,Raymond James Stadium,65890,turf,outdoor,,,,,,23,17,6,0,13,6,46.154,5,1,0,1,0,0,0,0,0,72,431,5.986,31,121,3.903,40,31,7.561,0,1,310,318,8,22,4,4,0,0,1,18,5,5,4,2,34.5,0,34.5,5,40,2,1,2,1,1,0,0,0,0,0,2,2,0,0,0,3,2,0,4,1,25,2,1,50,0,1,20,38:38,L
NFC,NFC West,STL,REG,16,Edward Jones Dome,66000,artificial,dome,,,,,,23,14,6,3,6,1,16.667,1,0,0,0,0,0,0,0,0,54,387,7.167,20,106,5.3,32,24,8.265,1,2,281,290,9,61,3,61,5,90,0,0,5,3,2,4,50.5,0,45.5,9,76,2,2,3,2,1,0,0,0,0,0,3,3,0,0,0,2,2,0,3,2,66.667,1,0,0,0,3,27,25:13,L
NFC,NFC East,NYG,REG,16,Edward Jones Dome,66000,artificial,dome,,,,,,19,13,3,3,17,8,47.059,7,1,0,0,0,0,0,0,0,67,514,7.672,34,128,3.765,32,25,11.697,0,1,386,391,5,7,0,0,2,45,1,7,8,6,3,3,50.667,0,30.333,12,149,0,0,4,3,1,0,0,0,0,0,4,4,0,0,0,4,3,1,7,3,42.857,0,0,0,0,0,37,34:47,W
AFC,AFC West,OAK,REG,16,O.co Coliseum,53200,turf,outdoor,,,,,,18,11,7,0,16,5,31.25,4,1,0,0,0,0,0,0,0,71,347,4.887,36,140,3.889,34,17,5.914,0,1,207,214,7,23,3,16,1,21,2,7,7,6,4,6,44.167,0,39,4,35,1,0,2,2,0,0,0,0,0,0,2,2,0,0,0,5,4,0,4,2,50,2,2,100,0,0,26,33:47,W
AFC,AFC East,BUF,REG,16,O.co Coliseum,53200,turf,outdoor,,,,,,15,12,1,2,15,4,26.667,4,0,0,0,0,0,0,0,0,64,321,5.016,13,13,1,49,32,6.039,2,2,308,329,21,11,3,11,3,65,0,0,4,2,2,8,42.5,0,38,7,55,1,0,3,3,0,0,0,0,0,0,3,3,0,0,0,1,1,0,0,0,0,0,0,0,0,2,24,26:13,L
NFC,NFC East,DAL,REG,16,AT&T Stadium,80000,artificial,retractable_dome,,,,,,25,15,8,2,10,6,60,3,2,1,0,0,0,0,0,0,62,377,6.081,40,127,3.175,21,19,11.364,0,1,250,261,11,83,3,29,0,0,2,54,7,7,5,2,46,0,42.5,7,67,1,1,6,5,1,0,0,0,0,0,6,6,0,0,0,1,0,0,4,3,75,2,2,100,0,1,42,35:29,L
AFC,AFC South,IND,REG,16,AT&T Stadium,80000,artificial,retractable_dome,,,,,,17,12,0,5,13,5,38.462,5,0,0,1,0,0,0,0,0,56,209,3.732,10,1,0.1,44,30,4.522,2,2,208,235,27,7,1,7,2,57,0,0,2,2,2,5,46.4,0,36.6,8,55,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,1,50,1,1,100,0,3,7,24:31,W
NFC,NFC West,ARI,REG,16,University of Phoenix Stadium,63400,turf,retractable_dome,,,,,,17,12,1,4,15,3,20,3,0,0,1,1,100,0,1,0,64,216,3.375,15,29,1.933,45,18,3.816,1,4,187,216,29,0,0,0,3,60,0,0,3,3,2,9,43.667,0,41.444,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,0,0,1,0,0,0,1,6,26:57,W
NFC,NFC West,SEA,REG,16,University of Phoenix Stadium,63400,turf,retractable_dome,,,,,,23,13,10,0,12,5,41.667,4,1,0,0,0,0,0,0,0,67,596,8.896,34,267,7.853,32,21,9.97,0,1,329,339,10,53,1,0,1,27,1,53,6,6,3,4,41,0,41,11,97,1,0,5,2,3,0,0,0,0,0,5,5,0,0,0,3,0,0,2,2,100,2,2,100,0,0,35,33:03,L
