Conference,Division,Team,Game Type,Week,Venue,Venue Capacity,Venue Surface,Venue Type,Temperature,Weather Condition,Humidity,Wind Speed,Wind Direction,Total First Downs,Passing First Downs,Rushing First Downs,Penalty First Downs,Third Down Attempts,Third Down Conversions,Third Down Conversion %,Third Down Passing Conversions,Third Down Rushing Conversions,Third Down Penalty Conversions,Fourth Down Attempts,Fourth Down Conversions,Fourth Down Conversion %,Fourth Down Passing Conversions,Fourth Down Rushing Conversions,Fourth Down Penalty Conversions,Total Plays,Total Yards,Yards per Play,Rushing Plays,Rushing Yards,Rushing Yards per Play,Passing Plays,Passing Completions,Passing Yards per Play,Interceptions,Sacks,Net Passing Yards,Gross Passing Yards,Sack Yards,Total Return Yards,Punt Returns,Punt Return Yards,Kick-off Returns,Kick-off Return Yards,Interception Returns,Interception Return Yards,Kick-offs,Kick-offs in Endzone,Touchbacks,Punts,Average Punt Yards,Punts Blocked,Average Net Punt Yards,Penalties,Penalty Yards,Fumbles,Fumbles Lost,Total TD,Passing TD,Rushing TD,Interception TD,Fumble TD,Punt Return TD,Kick-off Return TD,Field Goal Return TD,Extra Point Attempts,Extra Points Made,Extra Points Blocked,Two-Point Conversion Attempts,Two-Point Conversions Made,Field Goal Attempts,Field Goals Made,Field Goals Blocked,Redzone Visits,Redzone TD,Redzone Efficiency,Goal-to-go Attempts,Goal-to-go TD,Goal-to-go Efficiency,Safeties,Turnovers,Points Scored,Time of Possesion,Win / Loss
AFC,AFC South,JAC,REG,6,LP Field,69143,turf,outdoor,63,Overcast ,100,4,S,27,17,8,2,15,8,53.333,5,3,0,0,0,0,0,0,0,75,379,5.053,23,82,3.565,46,32,5.712,1,6,297,336,39,10,2,10,1,25,0,0,3,2,1,6,47.667,0,41.667,6,35,1,1,2,1,1,0,0,0,0,0,2,2,0,0,0,1,0,1,2,2,100,1,1,100,0,2,14,31:07,L
NFC,NFC South,TB,REG,6,Raymond James Stadium,65890,turf,outdoor,84,Partly Cloudy ,62,0,ESE,22,14,5,3,12,2,16.667,2,0,0,2,0,0,0,0,0,67,364,5.433,18,87,4.833,44,24,5.653,1,5,277,314,37,7,1,7,3,72,0,0,4,4,2,5,37.2,0,34.2,5,43,1,0,2,2,0,0,0,0,0,0,2,2,0,0,0,2,1,0,4,2,50,1,1,100,0,1,17,27:46,L
AFC,AFC North,BAL,REG,6,Raymond James Stadium,65890,turf,outdoor,84,Partly Cloudy ,62,0,ESE,23,13,9,1,13,7,53.846,4,3,0,0,0,0,0,0,0,64,475,7.422,35,169,4.829,29,21,10.552,0,0,306,306,0,46,2,15,2,81,1,31,9,8,6,2,59.5,0,46,8,70,1,1,6,5,1,0,0,0,0,0,6,6,0,0,0,3,2,1,5,5,100,2,2,100,0,1,48,32:14,W
AFC,AFC East,BUF,REG,6,Ralph Wilson Stadium,73079,artificial,outdoor,,,,,,19,15,3,1,15,8,53.333,7,1,0,2,1,50,1,0,0,66,336,5.091,23,68,2.957,38,24,6.233,1,5,268,299,31,12,2,12,2,52,0,0,4,2,2,5,49.8,0,39.4,8,107,2,2,3,2,1,0,0,0,0,0,2,2,0,1,1,0,0,0,3,3,100,3,3,100,0,3,22,29:40,L
AFC,AFC East,NE,REG,6,Ralph Wilson Stadium,73079,artificial,outdoor,,,,,,22,13,4,5,15,7,46.667,6,1,0,0,0,0,0,0,0,66,396,6,27,50,1.852,37,27,8.872,0,2,346,361,15,12,3,12,2,29,1,0,7,7,5,4,46.5,0,38.5,9,60,0,0,4,4,0,0,0,0,0,0,4,4,0,0,0,4,3,0,3,2,66.667,1,1,100,0,0,37,30:20,W
AFC,AFC North,CIN,REG,6,Paul Brown Stadium,65535,artificial,outdoor,55,Overcast ,72,6,NNE,29,18,8,3,16,10,62.5,8,2,0,0,0,0,0,0,0,75,513,6.84,31,193,6.226,43,33,7.273,2,1,320,323,3,31,0,0,2,126,1,31,8,7,2,1,42,0,37,13,119,0,0,4,2,2,0,0,0,0,0,4,4,0,0,0,4,3,0,4,2,50,2,2,100,0,2,37,35:30,T
NFC,NFC South,CAR,REG,6,Paul Brown Stadium,65535,artificial,outdoor,55,Overcast ,72,6,NNE,29,14,10,5,17,8,47.059,5,3,0,2,2,100,1,1,0,80,431,5.388,34,147,4.324,46,29,6.174,1,0,284,284,0,93,1,5,6,134,2,88,8,7,6,1,38,0,38,8,60,0,0,4,2,2,0,0,0,0,0,4,4,0,0,0,4,3,0,7,4,57.143,2,2,100,0,1,37,39:30,T
AFC,AFC West,OAK,REG,6,O.co Coliseum,53200,turf,outdoor,70,Sunny,73,6,W,17,11,5,1,13,8,61.538,6,2,0,0,0,0,0,0,0,54,396,7.333,20,114,5.7,34,18,8.294,1,0,282,282,0,30,3,30,3,85,0,0,5,5,5,4,41.25,0,34,11,78,1,0,4,4,0,0,0,0,0,0,4,4,0,0,0,1,0,0,2,2,100,1,1,100,0,1,28,22:58,L
AFC,AFC West,SD,REG,6,O.co Coliseum,53200,turf,outdoor,70,Sunny,73,6,W,24,15,7,2,14,8,57.143,6,2,0,1,0,0,0,0,0,69,423,6.13,33,116,3.515,35,22,8.528,0,1,307,313,6,29,1,29,0,0,1,0,6,5,3,3,47.667,0,37.667,7,60,1,0,4,3,1,0,0,0,0,0,4,4,0,0,0,1,1,0,4,3,75,4,3,75,0,0,31,37:02,W
NFC,NFC West,SEA,REG,6,CenturyLink Field,67000,artificial,outdoor,63,Partly Cloudy ,68,6,SW,9,5,3,1,13,5,38.462,4,1,0,1,0,0,0,0,0,48,206,4.292,18,80,4.444,28,14,4.2,1,2,126,126,0,0,0,0,5,142,0,0,6,5,3,4,41.75,0,41.75,9,58,1,0,2,0,1,0,0,0,0,0,2,2,0,0,0,3,3,0,3,1,33.333,0,0,0,0,1,23,22:21,L
NFC,NFC East,DAL,REG,6,CenturyLink Field,67000,artificial,outdoor,63,Partly Cloudy ,68,6,SW,23,13,6,4,17,10,58.824,9,1,0,0,0,0,0,0,0,70,401,5.729,37,162,4.378,32,21,7.242,0,1,239,250,11,0,2,0,3,70,1,0,7,7,2,2,21.667,1,21.667,6,46,2,2,3,2,1,0,0,0,0,0,3,3,0,0,0,3,3,0,4,3,75,2,2,100,0,2,30,37:39,W
NFC,NFC South,ATL,REG,6,Georgia Dome,74228,artificial,dome,81,Partly Cloudy ,58,4,ESE,12,10,2,0,13,4,30.769,3,1,0,2,0,0,0,0,0,54,287,5.315,13,42,3.231,37,19,5.976,1,4,245,271,26,10,2,10,3,44,0,0,4,4,2,5,43.6,0,43.8,6,52,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,2,2,0,0,0,0,0,0,0,0,1,13,23:45,L
NFC,NFC North,CHI,REG,6,Georgia Dome,74228,artificial,dome,81,Partly Cloudy ,58,4,ESE,23,15,7,1,15,7,46.667,5,2,0,0,0,0,0,0,0,69,478,6.928,29,103,3.552,38,26,9.375,0,2,375,381,6,-1,2,-1,2,35,1,0,6,5,3,5,40.2,0,34.2,7,47,0,0,3,1,2,0,0,0,0,0,2,1,1,1,1,2,2,0,5,3,60,3,3,100,0,0,27,36:15,W
NFC,NFC West,ARI,REG,6,University of Phoenix Stadium,63400,turf,retractable_dome,84,Sunny,40,0,SW,19,15,3,1,17,7,41.176,6,1,0,0,0,0,0,0,0,68,317,4.662,23,74,3.217,44,28,5.4,0,1,243,250,7,101,3,37,1,21,3,64,7,7,6,7,38.571,0,36.857,14,108,2,0,3,2,0,1,0,0,0,0,3,3,0,0,0,3,3,0,2,0,0,0,0,0,0,0,30,34:19,W
NFC,NFC East,WAS,REG,6,University of Phoenix Stadium,63400,turf,retractable_dome,84,Sunny,40,0,SW,21,15,1,5,10,2,20,2,0,0,1,1,100,1,0,0,57,407,7.14,17,72,4.235,38,24,8.375,3,2,335,354,19,12,1,12,1,23,0,0,5,3,3,5,47.4,0,40,6,62,1,1,2,2,0,0,0,0,0,0,2,2,0,0,0,2,2,0,2,1,50,2,1,50,0,4,20,25:41,L
NFC,NFC East,PHI,REG,6,Lincoln Financial Field,68532,turf,outdoor,59,Partly Cloudy ,59,4,SSE,24,13,11,0,13,4,30.769,3,1,0,0,0,0,0,0,0,71,448,6.31,36,203,5.639,34,21,7,2,1,245,248,3,57,4,57,0,0,0,0,6,6,4,6,45.5,0,42.333,3,25,1,0,3,2,1,0,0,0,0,0,3,3,0,0,0,2,2,0,4,2,50,0,0,0,0,2,27,32:26,W
NFC,NFC East,NYG,REG,6,Lincoln Financial Field,68532,turf,outdoor,59,Partly Cloudy ,59,4,SSE,12,9,2,1,14,2,14.286,2,0,0,1,0,0,0,0,0,60,253,4.217,24,86,3.583,28,17,4.639,0,8,167,211,44,24,1,-1,2,53,2,25,1,1,1,10,47.7,0,40,10,74,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,27:34,L
NFC,NFC West,STL,REG,6,Edward Jones Dome,66000,artificial,dome,65,Overcast ,87,8,SE,19,12,5,2,14,5,35.714,4,1,0,0,0,0,0,0,0,71,309,4.352,24,93,3.875,42,21,4.596,1,5,216,236,20,12,2,12,2,54,0,0,4,3,3,8,43.875,0,40.25,8,38,1,0,2,1,1,0,0,0,0,0,2,2,0,0,0,1,1,0,1,1,100,1,1,100,0,1,17,31:22,L
NFC,NFC West,SF,REG,6,Edward Jones Dome,66000,artificial,dome,65,Overcast ,87,8,SE,17,10,5,2,14,6,42.857,4,2,0,2,0,0,0,0,0,65,432,6.646,30,89,2.967,35,22,9.8,0,0,343,343,0,49,5,29,0,0,1,20,6,6,4,5,43,0,40.6,5,23,1,1,4,3,0,1,0,0,0,0,4,4,0,0,0,1,1,0,2,1,50,1,0,0,0,1,31,28:38,W
AFC,AFC East,NE,REG,7,Gillette Stadium,68756,artificial,outdoor,65,Light rain,93,8,S,16,12,2,2,13,6,46.154,5,1,0,0,0,0,0,0,0,53,323,6.094,15,63,4.2,37,20,6.842,0,1,260,261,1,3,1,3,4,105,0,0,5,5,3,5,46.4,0,44.8,9,64,0,0,3,3,0,0,0,0,0,0,3,3,0,0,0,2,2,0,4,2,50,2,2,100,0,0,27,19:06,W
AFC,AFC East,NYJ,REG,7,Gillette Stadium,68756,artificial,outdoor,65,Light rain,93,8,S,28,11,13,4,16,9,56.25,4,5,0,0,0,0,0,0,0,80,423,5.288,43,218,5.07,34,20,5.541,0,3,205,226,21,8,2,8,2,80,0,0,7,4,2,3,42.667,0,41.667,7,70,1,0,2,1,1,0,0,0,0,0,1,1,0,1,0,5,4,1,4,2,50,2,1,50,0,0,25,40:54,L
NFC,NFC East,WAS,REG,7,FedEx Field,83000,turf,outdoor,55,Sunny,41,13,WNW,16,9,5,2,11,3,27.273,2,1,0,0,0,0,0,0,0,57,351,6.158,26,100,3.846,28,21,8.097,1,3,251,267,16,1,1,1,2,46,1,0,5,2,2,3,41.333,0,41.333,7,50,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,4,4,0,4,0,0,1,0,0,0,2,19,29:04,W
AFC,AFC South,TEN,REG,7,FedEx Field,83000,turf,outdoor,55,Sunny,41,13,WNW,14,6,5,3,11,3,27.273,2,1,0,1,1,100,0,1,0,49,236,4.816,22,76,3.455,26,17,5.926,1,1,160,160,0,13,1,0,3,62,1,13,4,3,2,5,39.2,0,39,11,96,1,1,2,2,0,0,0,0,0,0,2,2,0,0,0,1,1,0,2,1,50,0,0,0,0,2,17,30:56,L
NFC,NFC West,STL,REG,7,Edward Jones Dome,66000,artificial,dome,56,Sunny,64,8,SSW,19,10,6,3,9,4,44.444,3,1,0,1,1,100,1,0,0,48,275,5.729,27,102,3.778,21,18,8.238,0,0,173,173,0,89,2,89,4,112,0,0,5,5,3,3,51,0,44.667,2,20,1,0,4,2,1,0,0,1,0,0,4,4,0,0,0,1,0,0,3,3,100,3,3,100,0,0,28,27:36,W
NFC,NFC West,SEA,REG,7,Edward Jones Dome,66000,artificial,dome,56,Sunny,64,8,SSW,25,16,9,0,12,6,50,4,2,0,0,0,0,0,0,0,68,463,6.809,29,171,5.897,36,23,7.487,0,3,292,313,21,19,2,19,2,43,0,0,6,4,2,4,42.25,0,20,10,89,0,0,3,2,1,0,0,0,0,0,2,2,0,1,0,2,2,0,5,3,60,2,1,50,0,0,26,32:24,L
AFC,AFC South,IND,REG,7,Lucas Oil Stadium,67000,artificial,retractable_dome,48,Partly Cloudy ,66,6,W,27,15,11,1,13,5,38.462,3,2,0,0,0,0,0,0,0,78,506,6.487,34,171,5.029,42,27,7.614,0,2,335,344,9,13,2,13,1,27,0,0,6,6,3,6,48,0,44.667,8,57,2,2,3,2,1,0,0,0,0,0,3,3,0,0,0,2,2,0,4,2,50,3,2,66.667,0,2,27,39:43,W
AFC,AFC North,CIN,REG,7,Lucas Oil Stadium,67000,artificial,retractable_dome,48,Partly Cloudy ,66,6,W,8,5,1,2,13,1,7.692,1,0,0,1,0,0,0,0,0,54,135,2.5,12,32,2.667,38,18,2.452,0,4,103,126,23,20,4,20,3,80,0,0,1,1,0,11,50.727,0,47.727,4,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,20:17,L
NFC,NFC North,CHI,REG,7,Soldier Field,61500,turf,outdoor,46,Partly Cloudy ,76,7,SSW,14,10,3,1,12,5,41.667,4,1,0,3,2,66.667,1,1,0,51,224,4.392,14,52,3.714,34,21,4.649,1,3,172,190,18,0,0,0,2,75,0,0,3,2,1,3,53,0,45.667,2,15,4,2,2,1,1,0,0,0,0,0,2,2,0,0,0,0,0,0,3,2,66.667,1,1,100,0,3,14,22:38,L
AFC,AFC East,MIA,REG,7,Soldier Field,61500,turf,outdoor,46,Partly Cloudy ,76,7,SSW,24,17,7,0,11,4,36.364,3,1,0,1,1,100,0,1,0,69,393,5.696,33,137,4.152,32,25,7.111,0,4,256,277,21,72,2,22,2,55,1,50,6,6,4,2,37.5,0,37.5,7,84,1,0,3,2,1,0,0,0,0,0,3,3,0,0,0,4,2,1,6,3,50,3,2,66.667,0,0,27,37:22,W
NFC,NFC North,GB,REG,7,Lambeau Field,80750,turf,outdoor,48,Sunny,71,12,SSW,22,9,10,3,11,4,36.364,1,3,0,0,0,0,0,0,0,56,363,6.482,30,122,4.067,24,19,9.269,0,2,241,255,14,59,3,38,1,9,1,21,7,7,5,5,55.2,0,44,5,29,1,0,5,3,2,0,0,0,0,0,5,5,0,0,0,1,1,0,4,3,75,2,2,100,0,0,38,29:49,W
NFC,NFC South,CAR,REG,7,Lambeau Field,80750,turf,outdoor,48,Sunny,71,12,SSW,23,14,6,3,12,4,33.333,2,2,0,1,0,0,0,0,0,67,331,4.94,25,108,4.32,39,22,5.31,1,3,223,248,25,36,4,36,2,55,0,0,3,2,2,7,53.857,0,42.714,9,70,0,0,2,2,0,0,0,0,0,0,2,2,0,0,0,1,1,0,3,2,66.667,1,1,100,0,1,17,30:11,L
AFC,AFC South,JAC,REG,7,EverBank Field,67246,turf,outdoor,76,Partly Cloudy ,54,8,NNE,20,8,10,2,16,5,31.25,3,2,0,0,0,0,0,0,0,68,336,4.941,35,185,5.286,31,17,4.576,3,2,151,159,8,56,4,41,0,0,1,15,5,5,4,8,43.125,0,37.375,3,25,0,0,3,1,2,0,0,0,0,0,3,3,0,0,0,1,1,0,5,2,40,2,2,100,0,3,24,31:33,L
AFC,AFC North,CLE,REG,7,EverBank Field,67246,turf,outdoor,76,Partly Cloudy ,54,8,NNE,13,11,2,0,17,4,23.529,4,0,0,3,0,0,0,0,0,74,266,3.595,30,69,2.3,41,16,4.477,1,3,197,215,18,44,2,6,1,32,3,38,3,3,3,7,50.429,0,35.857,8,50,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,0,0,1,0,0,0,3,6,28:27,W
AFC,AFC North,BAL,REG,7,M&T Bank Stadium,71008,artificial,outdoor,54,Partly Cloudy ,41,19,NW,23,13,8,2,11,4,36.364,3,1,0,1,1,100,1,0,0,62,371,5.984,36,123,3.417,25,16,9.538,2,1,248,258,10,25,5,25,2,56,0,0,5,4,2,4,39.25,0,37.75,9,72,1,1,3,2,1,0,0,0,0,0,3,3,0,0,0,2,2,0,4,2,50,2,2,100,0,3,29,33:13,L
NFC,NFC South,ATL,REG,7,M&T Bank Stadium,71008,artificial,outdoor,54,Partly Cloudy ,41,19,NW,16,11,4,1,15,4,26.667,3,1,0,3,1,33.333,1,0,0,65,254,3.908,16,68,4.25,44,29,3.796,0,5,186,228,42,27,1,6,3,55,2,21,3,2,1,5,47.8,0,42.8,7,76,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,2,1,50,1,1,100,1,1,7,26:47,W
AFC,AFC East,BUF,REG,7,Ralph Wilson Stadium,73079,artificial,outdoor,41,Partly Cloudy ,56,9,WNW,22,17,3,2,12,4,33.333,4,0,0,1,1,100,1,0,0,68,373,5.485,19,118,6.211,43,31,5.204,1,6,255,283,28,27,2,18,2,33,2,9,4,1,0,5,44.6,0,40,8,48,4,3,2,2,0,0,0,0,0,0,2,2,0,0,0,1,1,0,3,1,33.333,1,1,100,0,4,17,27:37,W
NFC,NFC North,MIN,REG,7,Ralph Wilson Stadium,73079,artificial,outdoor,41,Partly Cloudy ,56,9,WNW,16,8,6,2,16,5,31.25,5,0,0,0,0,0,0,0,0,60,276,4.6,29,158,5.448,26,15,3.806,2,5,118,157,39,24,2,23,4,36,1,1,5,3,3,6,47.333,0,41,7,50,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,3,3,0,2,1,50,2,1,50,0,2,16,32:23,L
NFC,NFC North,DET,REG,7,Ford Field,65000,artificial,dome,46,Sunny,53,6,W,21,13,4,4,15,7,46.667,6,1,0,0,0,0,0,0,0,67,344,5.134,24,59,2.458,40,27,6.628,2,3,285,299,14,23,0,0,2,47,1,23,5,5,5,5,42.6,0,39.6,9,71,0,0,3,2,1,0,0,0,0,0,3,3,0,0,0,1,1,0,4,2,50,3,2,66.667,0,2,24,32:18,W
NFC,NFC South,NO,REG,7,Ford Field,65000,artificial,dome,46,Sunny,53,6,W,24,15,5,4,12,3,25,3,0,0,2,1,50,0,1,0,67,408,6.09,21,73,3.476,45,28,7.283,1,1,335,342,7,60,1,15,0,0,2,45,5,5,3,4,42,0,42,12,134,1,1,2,2,0,0,0,0,0,0,2,2,0,0,0,3,3,0,3,1,33.333,2,1,50,0,2,23,27:42,L
AFC,AFC West,SD,REG,7,Qualcomm Stadium,70561,turf,outdoor,73,Partly Cloudy ,61,9,WSW,19,11,5,3,10,3,30,3,0,0,0,0,0,0,0,0,49,251,5.122,16,69,4.313,31,17,5.515,1,2,182,205,23,0,0,0,3,58,0,0,5,4,0,5,57,0,47.6,4,49,1,0,2,2,0,0,0,0,0,0,2,2,0,0,0,2,2,0,2,1,50,2,1,50,0,1,20,21:00,L
AFC,AFC West,KC,REG,7,Qualcomm Stadium,70561,turf,outdoor,73,Partly Cloudy ,61,9,WSW,22,12,7,3,14,7,50,5,2,0,0,0,0,0,0,0,70,365,5.214,39,154,3.949,28,19,6.806,0,3,211,221,10,59,3,47,5,92,1,12,6,6,3,4,43.25,0,38.25,7,73,0,0,2,1,1,0,0,0,0,0,2,2,0,0,0,3,3,0,3,2,66.667,0,0,0,0,0,23,39:00,W
AFC,AFC West,OAK,REG,7,O.co Coliseum,53200,turf,outdoor,,,,,,13,8,3,2,12,4,33.333,3,1,0,0,0,0,0,0,0,48,220,4.583,19,56,2.947,28,16,5.655,0,1,164,173,9,40,2,13,3,61,1,27,4,4,4,6,39.333,0,38.167,8,74,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,2,2,0,2,1,50,1,1,100,0,0,13,23:03,L
NFC,NFC West,ARI,REG,7,O.co Coliseum,53200,turf,outdoor,,,,,,26,14,7,5,15,9,60,8,1,0,1,0,0,0,0,0,69,365,5.29,37,123,3.324,31,22,7.563,1,1,242,253,11,7,2,7,0,0,0,0,5,4,2,4,42,0,38.75,6,43,1,0,3,2,1,0,0,0,0,0,3,3,0,0,0,1,1,0,2,2,100,2,2,100,0,1,24,36:57,W
NFC,NFC East,DAL,REG,7,AT&T Stadium,80000,artificial,retractable_dome,,,,,,20,12,8,0,14,9,64.286,7,2,0,0,0,0,0,0,0,60,423,7.05,35,156,4.457,23,17,10.68,1,2,267,279,12,6,2,6,0,0,0,0,6,6,3,4,46.25,0,41,6,46,0,0,4,3,1,0,0,0,0,0,4,4,0,0,0,1,1,0,3,3,100,1,1,100,0,1,31,33:49,W
NFC,NFC East,NYG,REG,7,AT&T Stadium,80000,artificial,retractable_dome,,,,,,20,13,5,2,13,5,38.462,2,3,0,1,1,100,1,0,0,59,352,5.966,26,104,4,33,21,7.515,0,0,248,248,0,59,2,21,3,87,1,38,4,4,4,5,44.8,0,39.6,6,40,2,2,3,3,0,0,0,0,0,0,3,3,0,0,0,0,0,0,2,2,100,2,2,100,0,2,21,26:11,L
AFC,AFC West,DEN,REG,7,Sports Authority Field at Mile High,76125,turf,outdoor,70,Partly Cloudy ,23,0,ENE,23,14,6,3,9,5,55.556,4,1,0,0,0,0,0,0,0,56,419,7.482,27,115,4.259,27,22,10.483,0,2,304,318,14,25,3,22,1,7,1,3,7,7,6,4,42.75,0,41.75,8,75,1,0,6,4,2,0,0,0,0,0,6,6,0,0,0,0,0,0,3,3,100,3,3,100,0,0,42,27:59,W
NFC,NFC West,SF,REG,7,Sports Authority Field at Mile High,76125,turf,outdoor,70,Partly Cloudy ,23,0,ENE,22,16,3,3,13,3,23.077,2,1,0,2,1,50,1,0,0,70,310,4.429,18,62,3.444,46,27,4.769,1,6,248,301,53,4,1,4,1,33,0,0,4,3,3,5,54.4,0,50,6,62,0,0,2,2,0,0,0,0,0,0,2,2,0,0,0,2,1,0,3,1,33.333,3,1,33.333,0,1,17,32:01,L
AFC,AFC North,PIT,REG,7,Heinz Field,65050,turf,outdoor,55,Partly Cloudy ,51,7,S,18,14,2,2,14,5,35.714,5,0,0,0,0,0,0,0,0,62,328,5.29,25,76,3.04,34,24,6.811,0,3,252,268,16,37,2,21,3,45,1,16,7,6,3,4,44,0,43.75,6,38,1,1,3,3,0,0,0,0,0,0,3,3,0,0,0,3,3,0,3,2,66.667,2,2,100,0,1,30,32:06,W
AFC,AFC South,HOU,REG,7,Heinz Field,65050,turf,outdoor,55,Partly Cloudy ,51,7,S,21,12,6,3,12,4,33.333,3,1,0,2,2,100,0,2,0,63,393,6.238,30,132,4.4,32,21,7.909,1,1,261,262,1,1,1,1,4,59,0,0,6,3,2,3,45,0,38,4,20,3,2,2,2,0,0,0,0,0,0,2,2,0,0,0,3,3,0,3,2,66.667,1,1,100,0,3,23,27:54,L
AFC,AFC West,DEN,REG,8,Sports Authority Field at Mile High,76125,turf,outdoor,69,Partly Cloudy ,24,0,N,27,14,9,4,13,8,61.538,6,2,0,0,0,0,0,0,0,65,425,6.538,30,139,4.633,35,25,8.171,0,0,286,286,0,19,2,18,2,64,2,1,6,6,6,4,40.5,0,39,9,71,2,0,5,3,2,0,0,0,0,0,5,5,0,0,0,1,0,0,4,4,100,4,4,100,0,0,35,30:46,W
AFC,AFC West,SD,REG,8,Sports Authority Field at Mile High,76125,turf,outdoor,69,Partly Cloudy ,24,0,N,22,15,3,4,10,4,40,4,0,0,1,1,100,1,0,0,58,306,5.276,15,61,4.067,41,30,5.698,2,2,245,252,7,6,1,6,0,0,0,0,4,3,2,4,49.25,0,44.75,7,77,0,0,3,3,0,0,0,0,0,0,3,3,0,0,0,0,0,0,3,3,100,3,3,100,0,2,21,29:14,L
NFC,NFC South,ATL,REG,8,Wembley Stadium,90000,artificial,retractable_dome,59,Partly Cloudy ,63,15,SW,22,15,4,3,8,4,50,3,1,0,0,0,0,0,0,0,55,291,5.291,26,78,3,27,20,7.345,1,2,213,228,15,20,1,20,2,44,1,0,4,4,4,4,38.25,0,38.25,5,39,3,0,3,2,1,0,0,0,0,0,3,3,0,0,0,0,0,0,3,3,100,3,3,100,0,1,21,29:05,L
NFC,NFC North,DET,REG,8,Wembley Stadium,90000,artificial,retractable_dome,59,Partly Cloudy ,63,15,SW,22,17,3,2,15,8,53.333,5,3,0,0,0,0,0,0,0,70,385,5.5,23,60,2.609,47,24,6.915,1,0,325,325,0,45,0,0,0,0,1,45,5,5,3,3,41.333,0,34.667,8,85,2,0,2,2,0,0,0,0,0,0,1,1,0,1,0,3,3,0,3,1,33.333,3,1,33.333,0,1,22,30:55,W
AFC,AFC North,CIN,REG,8,Paul Brown Stadium,65535,artificial,outdoor,61,Sunny,42,0,N,19,10,8,1,14,8,57.143,4,4,0,1,1,100,0,1,0,64,350,5.469,34,111,3.265,28,21,7.967,1,2,239,266,27,23,1,6,3,93,2,17,6,6,1,3,52,0,46.333,6,40,2,1,3,0,3,0,0,0,0,0,3,3,0,0,0,2,2,0,5,3,60,3,3,100,0,2,27,30:44,W
AFC,AFC North,BAL,REG,8,Paul Brown Stadium,65535,artificial,outdoor,61,Sunny,42,0,N,18,9,8,1,13,5,38.462,4,1,0,3,1,33.333,0,1,0,61,294,4.82,26,107,4.115,34,17,5.343,2,1,187,195,8,22,2,17,5,122,1,5,6,5,3,1,50,0,44,7,51,1,0,2,0,2,0,0,0,0,0,1,1,0,1,1,3,3,0,4,2,50,3,2,66.667,0,2,24,29:16,L
AFC,AFC East,NYJ,REG,8,MetLife Stadium,82500,artificial,outdoor,61,Overcast ,39,15,NNW,22,9,11,2,19,9,47.368,4,5,0,1,1,100,1,0,0,81,312,3.852,33,175,5.303,44,20,2.854,4,4,137,158,21,2,2,2,6,144,0,0,4,3,2,5,45.2,0,36.8,10,90,4,2,3,0,3,0,0,0,0,0,2,2,0,1,0,1,1,0,3,3,100,3,3,100,0,6,23,32:17,L
AFC,AFC East,BUF,REG,8,MetLife Stadium,82500,artificial,outdoor,61,Overcast ,39,15,NNW,12,7,2,3,12,3,25,2,1,0,0,0,0,0,0,0,53,280,5.283,32,67,2.094,17,10,10.143,0,4,213,238,25,113,3,42,2,19,4,71,9,9,3,6,41.5,0,37.833,7,49,1,0,5,4,1,0,0,0,0,0,5,4,0,0,0,3,3,0,6,4,66.667,3,2,66.667,0,0,43,27:43,W
NFC,NFC South,CAR,REG,8,Bank of America Stadium,73778,turf,outdoor,77,Sunny,39,9,W,17,7,9,1,10,2,20,2,0,0,2,1,50,0,1,0,56,266,4.75,31,114,3.677,22,12,6.08,1,3,152,171,19,27,1,0,3,99,1,27,4,4,2,2,39,0,39,4,20,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,1,0,0,0,2,9,31:00,W
NFC,NFC West,SEA,REG,8,Bank of America Stadium,73778,turf,outdoor,77,Sunny,39,9,W,19,9,8,2,11,4,36.364,2,2,0,0,0,0,0,0,0,59,310,5.254,26,119,4.577,32,20,5.788,1,1,191,199,8,24,1,0,2,73,1,24,4,4,1,3,40,0,40,7,41,2,1,1,1,0,0,0,0,0,0,1,1,0,0,0,2,2,0,3,0,0,3,0,0,0,2,13,29:00,L
AFC,AFC South,JAC,REG,8,EverBank Field,67246,turf,outdoor,76,Sunny,45,0,N,19,11,6,2,15,6,40,4,2,0,2,2,100,0,2,0,68,377,5.544,30,176,5.867,34,18,5.289,2,4,201,221,20,28,5,28,2,52,1,0,4,3,2,4,46.75,0,44.25,6,37,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,3,2,1,1,0,0,0,0,0,0,3,13,32:23,L
